"","id","segmentId"
"177","C_304",531
"178","C_314",531
"179","C_309",534
"180","C_310",534
"181","C_311",534
"182","C_312",535
"183","C_711",537
"184","C_712",537
"185","C_713",537
"186","C_714",537
"187","C_496",538
"188","C_498",539
"189","C_715",541
"190","C_1076",543
"191","C_1037",546
"192","C_1039",548
"193","C_1040",548
"194","C_1093",554
"195","C_1094",554
"196","C_1095",554
"197","C_996",557
"198","C_997",557
"199","C_998",557
"200","C_1000",557
"201","C_1001",557
"202","C_993",558
"203","C_994",558
"204","C_1002",560
"205","C_995",561
"206","C_1327",561
"207","C_1328",561
"208","C_1319",562
"209","C_1320",562
"210","C_1321",562
"211","C_1322",562
"212","C_1323",562
"213","C_1324",562
"214","C_1010",564
"215","C_1331",565
"216","C_1318",566
"217","C_1117",567
"218","C_1118",567
"219","C_1119",567
"220","C_1120",567
"221","C_1115",568
"222","C_1307",569
"223","C_1308",569
"224","C_1309",569
"225","C_1310",569
"226","C_1311",569
"227","C_1312",569
"228","C_1313",570
"229","C_1314",570
"230","C_1315",570
"231","C_1316",570
"232","C_1317",570
"233","C_1332",571
"234","C_1333",571
"235","C_1138",572
"236","C_1342",573
"237","C_1343",573
"238","C_1145",574
"239","C_1146",574
"240","C_1147",574
"241","C_1148",574
"242","C_1149",574
"243","C_1143",575
"244","C_1144",575
"245","C_1298",575
"246","C_1299",575
"247","C_1140",576
"248","C_1141",576
"249","C_1142",576
"250","C_1300",576
"251","C_1301",576
"252","C_1302",576
"253","C_1303",576
"254","C_1304",576
"255","C_1150",578
"256","C_1344",580
"257","C_1345",580
"258","C_1285",582
"259","C_1357",585
"260","C_385",591
"261","C_386",591
"262","C_387",591
"263","C_388",591
"264","C_389",591
"265","C_296",598
"266","C_154",605
"267","C_279",608
"268","C_280",608
"269","C_281",608
"270","C_278",609
"271","C_271",610
"272","C_272",610
"273","C_282",611
"274","C_283",611
"275","C_284",611
"276","C_290",614
"277","C_291",614
"278","C_292",614
"279","C_293",615
"280","C_294",615
"281","C_266",616
"282","C_264",617
"283","C_261",618
"284","C_262",618
"285","C_263",618
"286","C_155",619
"287","C_156",619
"288","C_157",619
"289","C_158",619
"290","C_255",632
"291","C_256",632
"292","C_245",634
"293","C_250",634
"294","C_251",634
"295","C_252",634
"296","C_253",634
"297","C_254",634
"298","C_167",635
"299","C_168",635
"300","C_169",635
"301","C_249",635
"302","C_257",637
"303","C_134",638
"304","C_135",638
"305","C_136",638
"306","C_133",639
"307","C_148",639
"308","C_149",639
"309","C_145",641
"310","C_144",642
"311","C_161",648
"312","C_162",648
"313","C_146",649
"314","C_243",650
"315","C_244",650
"316","C_246",650
"317","C_239",651
"318","C_240",651
"319","C_241",651
"320","C_242",651
"321","C_230",652
"322","C_231",652
"323","C_232",652
"324","C_228",653
"325","C_229",653
"326","C_225",654
"327","C_226",654
"328","C_227",654
"329","C_206",655
"330","C_207",655
"331","C_589",655
"332","C_224",661
"333","C_591",664
"334","C_212",666
"335","C_213",666
"336","C_214",666
"337","C_215",666
"338","C_216",666
"339","C_217",666
"340","C_221",666
"341","C_208",667
"342","C_209",667
"343","C_210",667
"344","C_211",667
"345","C_222",667
"346","C_223",667
"347","C_587",667
"348","C_588",667
"349","C_584",668
"350","C_585",668
"351","C_586",668
"352","C_594",668
"353","C_595",668
"354","C_596",668
"355","C_218",669
"356","C_219",669
"357","C_220",669
"358","C_181",670
"359","C_182",670
"360","C_183",670
"361","C_184",670
"362","C_510",670
"363","C_175",671
"364","C_176",671
"365","C_177",671
"366","C_178",671
"367","C_179",671
"368","C_180",671
"369","C_504",671
"370","C_191",674
"371","C_192",674
"372","C_560",674
"373","C_561",674
"374","C_562",674
"375","C_563",674
"376","C_193",675
"377","C_194",675
"378","C_196",675
"379","C_556",675
"380","C_557",675
"381","C_558",675
"382","C_559",675
"383","C_505",677
"384","C_506",677
"385","C_507",677
"386","C_511",678
"387","C_512",678
"388","C_513",678
"389","C_514",678
"390","C_515",678
"391","C_520",679
"392","C_521",679
"393","C_522",679
"394","C_523",679
"395","C_524",679
"396","C_525",679
"397","C_526",679
"398","C_195",680
"399","C_516",680
"400","C_517",680
"401","C_538",680
"402","C_550",680
"403","C_551",680
"404","C_552",680
"405","C_553",680
"406","C_554",680
"407","C_518",681
"408","C_519",681
"409","C_540",681
"410","C_541",681
"411","C_542",681
"412","C_543",681
"413","C_544",681
"414","C_545",681
"415","C_546",681
"416","C_547",681
"417","C_548",681
"418","C_549",681
"419","C_539",682
"420","C_533",683
"421","C_532",684
"422","C_528",685
"423","C_529",685
"424","C_530",685
"425","C_531",685
"426","C_534",687
"427","C_535",687
"428","C_687",688
"429","C_688",688
"430","C_572",691
"431","C_573",691
"432","C_574",691
"433","C_575",691
"434","C_685",691
"435","C_686",691
"436","C_691",693
"437","C_581",696
"438","C_577",697
"439","C_578",697
"440","C_566",698
"441","C_597",700
"442","C_612",702
"443","C_614",702
"444","C_629",704
"445","C_639",704
"446","C_807",704
"447","C_808",704
"448","C_809",704
"449","C_630",705
"450","C_631",705
"451","C_632",705
"452","C_724",705
"453","C_805",705
"454","C_806",705
"455","C_633",706
"456","C_682",709
"457","C_683",709
"458","C_679",711
"459","C_680",711
"460","C_681",711
"461","C_665",713
"462","C_666",713
"463","C_677",713
"464","C_678",713
"465","C_661",714
"466","C_662",714
"467","C_663",714
"468","C_664",714
"469","C_667",714
"470","C_659",716
"471","C_660",716
"472","C_638",720
"473","C_1063",720
"474","C_1064",720
"475","C_1072",721
"476","C_1073",721
"477","C_1074",721
"478","C_1075",721
"479","C_627",724
"480","C_628",724
"481","C_855",724
"482","C_856",724
"483","C_811",725
"484","C_812",725
"485","C_813",725
"486","C_850",725
"487","C_851",725
"488","C_852",725
"489","C_853",725
"490","C_854",725
"491","C_814",726
"492","C_815",726
"493","C_816",726
"494","C_625",728
"495","C_626",728
"496","C_849",732
"497","C_846",735
"498","C_847",735
"499","C_848",735
"500","C_617",736
"501","C_618",736
"502","C_619",736
"503","C_620",736
"504","C_857",736
"505","C_859",737
"506","C_860",737
"507","C_861",737
"508","C_865",738
"509","C_866",742
"510","C_867",742
"511","C_749",744
"512","C_750",744
"513","C_752",744
"514","C_753",744
"515","C_754",744
"516","C_755",744
"517","C_751",745
"518","C_822",745
"519","C_823",745
"520","C_824",745
"521","C_825",745
"522","C_732",749
"523","C_733",749
"524","C_938",750
"525","C_917",752
"526","C_918",752
"527","C_919",752
"528","C_920",752
"529","C_921",752
"530","C_922",752
"531","C_923",752
"532","C_924",752
"533","C_925",753
"534","C_926",753
"535","C_929",753
"536","C_930",753
"537","C_931",753
"538","C_932",753
"539","C_774",754
"540","C_775",754
"541","C_933",755
"542","C_885",756
"543","C_879",758
"544","C_880",758
"545","C_881",758
"546","C_872",759
"547","C_873",759
"548","C_874",759
"549","C_936",759
"550","C_937",759
"551","C_758",761
"552","C_757",763
"553","C_941",765
"554","C_905",766
"555","C_969",775
"556","C_970",775
"557","C_890",776
"558","C_891",776
"559","C_892",776
"560","C_893",776
"561","C_894",777
"562","C_906",777
"563","C_907",777
"564","C_962",777
"565","C_963",777
"566","C_964",777
"567","C_913",778
"568","C_908",779
"569","C_914",780
"570","C_915",780
"571","C_916",780
"572","C_767",781
"573","C_776",781
"574","C_911",781
"575","C_912",781
"576","C_768",783
"577","C_773",786
"578","C_887",786
"579","C_888",786
"580","C_889",786
"581","C_942",788
"582","C_943",788
"583","C_944",788
"584","C_945",788
"585","C_946",788
"586","C_947",788
"587","C_948",788
"588","C_949",788
"589","C_950",788
"590","C_951",789
"591","C_952",789
"592","C_955",789
"593","C_956",789
"594","C_957",789
"595","C_958",789
"596","C_959",789
"597","C_960",789
"598","C_961",789
"599","C_765",790
"600","C_982",893
"601","C_983",893
"602","C_984",893
"603","C_985",893
"604","C_986",893
"605","C_973",894
"606","C_974",894
"607","C_975",894
"608","C_976",894
"609","C_977",894
"610","C_978",894
"611","C_999",911
"612","C_1048",911
"613","C_1049",911
"614","C_1050",911
"615","C_1051",911
"616","C_980",912
"617","C_981",912
"618","C_1052",912
"619","C_1053",912
"620","C_1054",912
"621","C_1055",912
"622","C_797",913
"623","C_798",913
"624","C_780",914
"625","C_781",914
"626","C_787",915
"627","C_788",915
"628","C_789",915
"629","C_790",915
"630","C_791",915
"631","C_792",915
"632","C_793",915
"633","C_782",916
"634","C_783",916
"635","C_784",916
"636","C_785",916
"637","C_786",916
"638","C_799",917
"639","C_800",917
"640","C_801",917
"641","C_802",917
"642","C_803",917
"643","C_777",918
"644","C_778",918
"645","C_779",918
"646","C_794",918
"647","C_795",918
"648","C_796",918
"649","C_804",918
"650","C_1045",919
"651","C_1046",919
"652","C_1047",919
"653","C_1056",920
"654","C_1057",920
"655","C_1065",921
"656","C_1066",921
"657","C_1067",921
"658","C_1068",921
"659","C_1060",922
"660","C_1061",922
"661","C_1062",922
"662","C_1071",922
"663","C_1041",924
"664","C_971",926
"665","C_972",926
"666","C_1036",930
"667","C_474",931
"668","C_486",932
"669","C_1035",932
"670","C_475",935
"671","C_476",935
"672","C_477",935
"673","C_484",936
"674","C_485",936
"675","C_487",936
"676","C_481",937
"677","C_482",937
"678","C_483",938
"679","C_478",939
"680","C_479",940
"681","C_480",940
"682","C_1029",941
"683","C_1030",941
"684","C_1025",942
"685","C_1026",942
"686","C_1027",942
"687","C_1021",945
"688","C_1032",946
"689","C_1020",947
"690","C_1024",948
"691","C_1023",950
"692","C_1017",951
"693","C_31",952
"694","C_15",953
"695","C_16",953
"696","C_17",953
"697","C_20",953
"698","C_43",953
"699","C_28",954
"700","C_37",954
"701","C_38",954
"702","C_39",954
"703","C_42",954
"704","C_27",955
"705","C_30",955
"706","C_26",956
"707","C_1014",956
"708","C_1015",956
"709","C_1016",956
"710","C_24",957
"711","C_25",957
"712","C_21",958
"713","C_19",962
"714","C_7",965
"715","C_8",966
"716","C_9",966
"717","C_11",966
"718","C_12",966
"719","C_13",966
"720","C_22",968
"721","C_1181",969
"722","C_1305",969
"723","C_1306",969
"724","C_1180",971
"725","C_1182",971
"726","C_1183",971
"727","C_1184",972
"728","C_1185",972
"729","C_1186",973
"730","C_1187",973
"731","C_1188",973
"732","C_1189",973
"733","C_1190",973
"734","C_488",976
"735","C_489",976
"736","C_490",977
"737","C_494",977
"738","C_495",977
"739","C_497",978
"740","C_1325",979
"741","C_1326",979
"742","C_1009",980
"743","C_1112",981
"744","C_1113",981
"745","C_1339",981
"746","C_1340",981
"747","C_1114",982
"748","C_1121",983
"749","C_1122",983
"750","C_1123",983
"751","C_1124",983
"752","C_1110",984
"753","C_1111",984
"754","C_1125",984
"755","C_1334",985
"756","C_1335",985
"757","C_1336",985
"758","C_1337",985
"759","C_1338",985
"760","C_1116",986
"761","C_1329",986
"762","C_1330",986
"763","C_1166",987
"764","C_1167",987
"765","C_1168",987
"766","C_1169",987
"767","C_1170",987
"768","C_1171",987
"769","C_1172",987
"770","C_1173",987
"771","C_1174",987
"772","C_1175",987
"773","C_1238",987
"774","C_1239",987
"775","C_1240",987
"776","C_1241",987
"777","C_1242",987
"778","C_1243",987
"779","C_1176",988
"780","C_1177",988
"781","C_1178",988
"782","C_1179",988
"783","C_1235",988
"784","C_1236",988
"785","C_1237",988
"786","C_1248",989
"787","C_1249",989
"788","C_1250",989
"789","C_1233",990
"790","C_1103",999
"791","C_1096",1000
"792","C_1097",1000
"793","C_1098",1000
"794","C_1104",1010
"795","C_1105",1010
"796","C_1106",1010
"797","C_1107",1010
"798","C_1278",1013
"799","C_1283",1014
"800","C_1284",1014
"801","C_1164",1015
"802","C_1165",1015
"803","C_1255",1015
"804","C_1256",1015
"805","C_1257",1015
"806","C_1258",1015
"807","C_1259",1015
"808","C_1260",1015
"809","C_1261",1015
"810","C_1262",1015
"811","C_1263",1015
"812","C_1264",1015
"813","C_1265",1015
"814","C_1266",1015
"815","C_1267",1015
"816","C_1268",1015
"817","C_1276",1015
"818","C_1269",1016
"819","C_1270",1016
"820","C_1271",1016
"821","C_1272",1016
"822","C_1273",1016
"823","C_1274",1016
"824","C_1275",1016
"825","C_1277",1016
"826","C_1287",1033
"827","C_1154",1035
"828","C_1155",1035
"829","C_1156",1035
"830","C_1157",1035
"831","C_1158",1035
"832","C_1159",1035
"833","C_1160",1035
"834","C_1161",1035
"835","C_1162",1035
"836","C_1163",1035
"837","C_1286",1035
"838","C_1288",1035
"839","C_1289",1035
"840","C_1290",1035
"841","C_1291",1035
"842","C_1292",1035
"843","C_1293",1035
"844","C_1294",1035
"845","C_1295",1035
"846","C_1296",1035
"847","C_1297",1035
"848","C_1213",1070
"849","C_1214",1070
"850","C_1215",1070
"851","C_1216",1070
"852","C_1217",1070
"853","C_1218",1070
"854","C_1219",1070
"855","C_1220",1070
"856","C_1221",1070
"857","C_698",1088
"858","C_699",1088
"859","C_700",1088
"860","C_722",1089
"861","C_723",1089
"862","C_52",1157
"863","C_54",1157
"864","C_302",1176
"865","C_303",1177
"866","C_327",1189
"867","C_328",1189
"868","C_708",1202
"869","C_709",1202
"870","C_710",1202
"871","C_64",1210
"872","C_706",1214
"873","C_707",1214
"874","C_83",1220
"875","C_45",1221
"876","C_81",1224
"877","C_82",1224
"878","C_84",1225
"879","C_394",1229
"880","C_130",1247
"881","C_131",1247
"882","C_330",1254
"883","C_331",1254
"884","C_332",1254
"885","C_333",1254
"886","C_297",1255
"887","C_298",1255
"888","C_299",1255
"889","C_300",1255
"890","C_301",1255
"891","C_132",1259
"892","C_315",1260
"893","C_326",1265
"894","C_128",1272
"895","C_129",1272
"896","C_398",1272
"897","C_502",1273
"898","C_395",1288
"899","C_396",1288
"900","C_397",1288
"901","C_503",1289
"902","C_886",1322
"903","C_934",1323
"904","C_928",1328
"905","C_877",1333
"906","C_878",1333
"907","C_764",1339
"908","C_762",1340
"909","C_763",1340
"910","C_1223",1341
"911","C_1224",1341
"912","C_1225",1341
"913","C_1226",1341
"914","C_1227",1341
"915","C_1191",1342
"916","C_1192",1342
"917","C_1193",1342
"918","C_1229",1342
"919","C_1230",1342
"920","C_1231",1342
"921","C_1232",1342
"922","C_1354",1356
"923","C_1355",1356
"924","C_1356",1356
"925","C_1099",1361
"926","C_1100",1361
"927","C_1101",1361
"928","C_1102",1361
"929","C_869",1362
"930","C_870",1362
"931","C_845",1363
"932","C_927",1368
"933","C_1346",1373
"934","C_1151",1374
"935","C_1152",1374
"936","C_1153",1374
"937","C_817",1377
"938","C_725",1378
"939","C_834",1383
"940","C_835",1383
"941","C_836",1383
"942","C_837",1383
"943","C_838",1383
"944","C_839",1383
"945","C_840",1383
"946","C_841",1383
"947","C_842",1383
"948","C_871",1383
"949","C_826",1384
"950","C_827",1384
"951","C_828",1384
"952","C_829",1384
"953","C_830",1384
"954","C_831",1384
"955","C_832",1384
"956","C_833",1384
"957","C_843",1384
"958","C_844",1384
"959","C_882",1388
"960","C_883",1388
"961","C_884",1388
"962","C_935",1389
"963","C_876",1399
"964","C_1234",1412
"965","C_868",1417
"966","C_875",1417
"967","C_1244",1421
"968","C_1245",1421
"969","C_1246",1422
"970","C_1247",1422
"971","C_1253",1422
"972","C_1254",1422
"973","C_1279",1422
"974","C_1280",1422
"975","C_1281",1422
"976","C_1282",1422
"977","C_308",1447
"978","C_150",1448
"979","C_151",1448
"980","C_703",1451
"981","C_704",1451
"982","C_717",1452
"983","C_718",1452
"984","C_719",1452
"985","C_306",1453
"986","C_307",1453
"987","C_152",1454
"988","C_366",1460
"989","C_716",1461
"990","C_353",1473
"991","C_305",1479
"992","C_153",1480
"993","C_701",1487
"994","C_702",1487
"995","C_720",1488
"996","C_721",1488
"997","C_354",1501
"998","C_260",1509
"999","C_313",1517
"1000","C_267",1519
"1001","C_268",1519
"1002","C_269",1519
"1003","C_273",1519
"1004","C_769",1524
"1005","C_770",1524
"1006","C_771",1524
"1007","C_772",1524
"1008","C_953",1525
"1009","C_954",1525
"1010","C_1082",1612
"1011","C_1083",1612
"1012","C_1084",1612
"1013","C_1139",1617
"1014","C_536",1622
"1015","C_537",1622
"1016","C_569",1623
"1017","C_570",1623
"1018","C_590",1625
"1019","C_186",1628
"1020","C_198",1628
"1021","C_199",1628
"1022","C_200",1628
"1023","C_201",1628
"1024","C_202",1628
"1025","C_185",1629
"1026","C_188",1629
"1027","C_189",1629
"1028","C_190",1629
"1029","C_197",1629
"1030","C_159",1632
"1031","C_160",1632
"1032","C_163",1633
"1033","C_164",1633
"1034","C_165",1633
"1035","C_259",1633
"1036","C_564",1634
"1037","C_565",1634
"1038","C_555",1635
"1039","C_247",1636
"1040","C_238",1637
"1041","C_142",1638
"1042","C_170",1638
"1043","C_171",1638
"1044","C_248",1638
"1045","C_138",1639
"1046","C_139",1639
"1047","C_140",1639
"1048","C_141",1639
"1049","C_172",1639
"1050","C_592",1642
"1051","C_593",1642
"1052","C_187",1644
"1053","C_173",1645
"1054","C_174",1645
"1055","C_204",1646
"1056","C_205",1646
"1057","C_203",1647
"1058","C_233",1647
"1059","C_234",1647
"1060","C_567",1648
"1061","C_579",1648
"1062","C_580",1648
"1063","C_568",1649
"1064","C_235",1651
"1065","C_236",1651
"1066","C_237",1651
"1067","C_509",1652
"1068","C_508",1653
"1069","C_527",1653
"1070","C_571",1655
"1071","C_576",1655
"1072","C_1069",1658
"1073","C_1070",1658
"1074","C_1044",1659
"1075","C_1058",1659
"1076","C_1059",1659
"1077","C_1042",1661
"1078","C_1043",1661
"1079","C_147",1662
"1080","C_582",1664
"1081","C_583",1664
"1082","C_684",1666
"1083","C_689",1666
"1084","C_690",1666
"1085","C_692",1667
"1086","C_693",1667
"1087","C_694",1667
"1088","C_695",1667
"1089","C_143",1668
"1090","C_137",1669
"1091","C_598",1670
"1092","C_599",1670
"1093","C_600",1670
"1094","C_601",1670
"1095","C_602",1670
"1096","C_603",1670
"1097","C_604",1670
"1098","C_605",1670
"1099","C_606",1670
"1100","C_607",1670
"1101","C_608",1670
"1102","C_609",1670
"1103","C_610",1670
"1104","C_649",1671
"1105","C_668",1671
"1106","C_669",1671
"1107","C_670",1671
"1108","C_671",1671
"1109","C_672",1671
"1110","C_673",1671
"1111","C_674",1671
"1112","C_675",1671
"1113","C_676",1671
"1114","C_277",1673
"1115","C_287",1675
"1116","C_295",1675
"1117","C_447",1676
"1118","C_448",1676
"1119","C_274",1680
"1120","C_275",1681
"1121","C_276",1681
"1122","C_987",1682
"1123","C_988",1682
"1124","C_989",1682
"1125","C_990",1682
"1126","C_979",1683
"1127","C_766",1684
"1128","C_895",1684
"1129","C_896",1684
"1130","C_897",1684
"1131","C_900",1684
"1132","C_760",1685
"1133","C_898",1685
"1134","C_899",1685
"1135","C_640",1690
"1136","C_641",1690
"1137","C_642",1690
"1138","C_643",1690
"1139","C_644",1690
"1140","C_645",1690
"1141","C_646",1690
"1142","C_647",1690
"1143","C_648",1690
"1144","C_650",1691
"1145","C_651",1691
"1146","C_652",1691
"1147","C_653",1691
"1148","C_654",1691
"1149","C_655",1691
"1150","C_756",1693
"1151","C_743",1698
"1152","C_744",1698
"1153","C_745",1698
"1154","C_746",1698
"1155","C_747",1698
"1156","C_748",1698
"1157","C_734",1699
"1158","C_735",1699
"1159","C_736",1699
"1160","C_737",1699
"1161","C_738",1699
"1162","C_739",1699
"1163","C_740",1699
"1164","C_741",1699
"1165","C_742",1699
"1166","C_92",1701
"1167","C_93",1701
"1168","C_818",1702
"1169","C_819",1702
"1170","C_820",1702
"1171","C_821",1702
"1172","C_726",1703
"1173","C_727",1703
"1174","C_728",1703
"1175","C_729",1703
"1176","C_730",1703
"1177","C_731",1703
"1178","C_80",1706
"1179","C_901",1709
"1180","C_902",1709
"1181","C_903",1709
"1182","C_904",1709
"1183","C_112",1710
"1184","C_105",1711
"1185","C_113",1711
"1186","C_114",1711
"1187","C_115",1711
"1188","C_116",1711
"1189","C_411",1712
"1190","C_412",1712
"1191","C_413",1712
"1192","C_414",1712
"1193","C_415",1712
"1194","C_416",1712
"1195","C_417",1712
"1196","C_430",1712
"1197","C_403",1713
"1198","C_404",1713
"1199","C_405",1713
"1200","C_406",1713
"1201","C_407",1713
"1202","C_408",1713
"1203","C_409",1713
"1204","C_410",1713
"1205","C_991",1719
"1206","C_992",1719
"1207","C_696",1720
"1208","C_697",1720
"1209","C_1038",1721
"1210","C_265",1723
"1211","C_289",1724
"1212","C_286",1725
"1213","C_71",1726
"1214","C_72",1726
"1215","C_91",1727
"1216","C_939",1728
"1217","C_759",1729
"1218","C_940",1729
"1219","C_166",1730
"1220","C_258",1731
"1221","C_810",1732
"1222","C_968",1735
"1223","C_437",1738
"1224","C_438",1739
"1225","C_440",1739
"1226","C_611",1740
"1227","C_613",1740
"1228","C_634",1742
"1229","C_635",1742
"1230","C_636",1742
"1231","C_637",1742
"1232","C_656",1743
"1233","C_657",1743
"1234","C_658",1743
"1235","C_94",1745
"1236","C_95",1745
"1237","C_270",1746
"1238","C_288",1746
"1239","C_285",1747
"1240","C_124",1749
"1241","C_125",1749
"1242","C_10",1750
"1243","C_14",1751
"1244","C_18",1751
"1245","C_369",1810
"1246","C_381",1810
"1247","C_379",1811
"1248","C_380",1811
"1249","C_452",1812
"1250","C_453",1812
"1251","C_454",1812
"1252","C_455",1812
"1253","C_456",1812
"1254","C_459",1813
"1255","C_460",1813
"1256","C_461",1813
"1257","C_462",1813
"1258","C_1031",1814
"1259","C_2",1816
"1260","C_3",1816
"1261","C_4",1817
"1262","C_23",1822
"1263","C_1",1826
"1264","C_53",1826
"1265","C_5",1827
"1266","C_6",1827
"1267","C_463",1828
"1268","C_464",1828
"1269","C_465",1828
"1270","C_466",1828
"1271","C_470",1829
"1272","C_471",1829
"1273","C_472",1829
"1274","C_473",1829
"1275","C_1028",1829
"1276","C_1033",1831
"1277","C_1034",1831
"1278","C_1018",1832
"1279","C_1019",1832
"1280","C_457",1834
"1281","C_1022",1837
"1282","C_1228",1941
"1283","C_1251",1948
"1284","C_1252",1948
"1285","C_1108",1952
"1286","C_1194",1953
"1287","C_1195",1953
"1288","C_1196",1953
"1289","C_1212",1953
"1290","C_1222",1953
"1291","C_1109",1954
"1292","C_1197",1954
"1293","C_1358",1984
"1294","C_1359",1984
"1295","C_1131",1985
"1296","C_1132",1985
"1297","C_1133",1985
"1298","C_1134",1985
"1299","C_1135",1985
"1300","C_1126",1986
"1301","C_1127",1986
"1302","C_1128",1986
"1303","C_1129",1986
"1304","C_1130",1986
"1305","C_1136",1986
"1306","C_1137",1986
"1307","C_1078",1989
"1308","C_1079",1989
"1309","C_1088",1989
"1310","C_1080",1990
"1311","C_1081",1990
"1312","C_1085",1990
"1313","C_1086",1990
"1314","C_1087",1990
"1315","C_1077",2002
"1316","C_1090",2002
"1317","C_1091",2002
"1318","C_1092",2002
"1319","C_1089",2003
"1320","C_86",2034
"1321","C_441",2035
"1322","C_909",2040
"1323","C_910",2040
"1324","C_965",2044
"1325","C_966",2044
"1326","C_967",2044
"1327","C_761",2060
"1328","C_1347",2133
"1329","C_1348",2133
"1330","C_1349",2133
"1331","C_1350",2133
"1332","C_1353",2133
"1333","C_1351",2136
"1334","C_1352",2136
"1335","C_624",2307
"1336","C_615",2309
"1337","C_616",2309
"1338","C_621",2309
"1339","C_622",2309
"1340","C_623",2309
"1341","C_858",2310
"1342","C_862",2312
"1343","C_863",2312
"1344","C_864",2312
"1345","C_1007",2313
"1346","C_1008",2313
"1347","C_1003",2314
"1348","C_1004",2314
"1349","C_1005",2320
"1350","C_1006",2320
"1351","C_1011",2322
"1352","C_1012",2322
"1353","C_1013",2322
"1354","C_111",2343
"1355","C_451",2348
"1356","C_493",2350
"1357","C_491",2352
"1358","C_492",2352
"1359","C_1341",2371
