"id","x","y","bearing","q","time"
145,2.9486781527521,0.492646581603865,255,0,0
146,2.3796032748585,0.386204796896104,50,5,40
147,2.41092779139931,0.412064840035773,50,0,0
148,2.85170299097961,0.421993249455429,315,24,192
149,2.90426968581343,0.493262296916793,123,0,0
150,2.79651950606618,0.388128907248797,70,6,48
151,2.84192851038825,0.404599291867281,70,0,0
152,2.73664119189237,0.361730113210659,66,9,72
153,2.79182467680579,0.386435690138931,69,0,0
154,2.77319928859234,0.379585857283366,249,4,32
155,2.74172084322333,0.365732262744413,232,0,0
156,2.7592687296393,0.291538567546781,336,10,80
157,2.7204017005162,0.341488472301247,302,0,0
158,3.17249066896993,0.504114279305566,90,4,32
159,3.19550302878738,0.504114279305566,90,0,0
160,2.4507183934917,0.372274237943241,270,5,40
161,2.3939956202962,0.374891028022773,280,0,0
162,2.92150971457297,0.147922970826566,246,2,16
163,2.86724980262884,0.145383145161493,267,0,0
164,2.89534181377722,0.0630312220685291,35,5,40
165,2.90165289573387,0.0718821296906982,215,0,0
166,2.80975738529227,0.0811178593835152,252,8,64
167,2.83538653518932,0.0894300161066677,72,0,0
168,2.81206631771544,0.180094095922784,322,1,8
169,2.81206631771544,0.180094095922784,322,0,0
170,2.82692044963773,0.142920283909783,257,7,56
171,2.82984509737373,0.144305643364006,65,0,0
172,2.70139149023223,0.248130637991689,259,2,16
173,2.67006697369142,0.226657566456423,330,0,0
174,2.79328700067379,0.210110217423482,337,7,56
175,2.77412286156159,0.2565197591293,337,0,0
176,2.78882306465568,0.265986382063849,81,41,328
177,2.79128592590705,0.266371204134497,261,0,0
178,2.77635482957064,0.2509783213135,157,7,56
179,2.79213253446219,0.212880936331382,157,0,0
180,2.9409817113416,0.229582214192144,56,20,160
181,2.92789776094371,0.30931734720503,341,0,0
182,2.97823248776848,0.198642519722328,299,12,96
183,2.97184444139775,0.202259847184888,119,0,0
184,2.9363638464953,0.0427126167452067,161,10,80
185,2.90734826237763,0.0143127479399174,354,0,0
186,2.87933321564336,0.0217013316944991,257,11,88
187,2.87517713728168,0.0207007943109238,77,0,0
188,2.84146672390362,0.0437901185426929,250,10,80
189,2.85170299097961,0.0474074460052526,70,0,0
190,2.91812328035235,0.102129144434223,121,3,24
191,2.960299779282,0.0758842792244527,121,0,0
192,3.00401556649372,0.0659558698047975,96,3,24
193,3.05619743925704,0.0668024783600043,80,0,0
194,3.09791215170202,0.0741910621140391,259,3,24
195,3.06181584148672,0.0677260513291219,260,0,0
196,3.12000093855022,0.0639547950381936,151,7,56
197,3.11738414847062,0.0687265887126973,331,0,0
198,3.16633351584151,0.0881216210669021,78,2,16
199,3.18011014596635,0.0908923399748019,78,0,0
200,3.36320848712253,0.337101500697392,342,1,8
201,3.36320848712253,0.337101500697392,342,0,0
202,3.1392420420765,0.0968955642751603,333,15,120
203,3.13670221641102,0.102129144434223,159,0,0
204,3.39614925635953,0.343720440310131,82,7,56
205,3.37875529877176,0.341565436715158,262,0,0
206,3.30717839365396,0.266756026205145,161,18,144
207,3.21859235301891,0.222886310164948,264,0,0
208,3.12169415566053,0.464708499283682,216,3,24
209,3.12053968944893,0.463092246587179,216,0,0
210,3.11761504171293,0.444620787202092,155,7,56
211,3.12569630519398,0.414142879216288,167,0,0
212,3.21612949176754,0.513888759896852,349,5,40
213,3.15355742310004,0.509963574777556,154,0,0
214,3.14378294250869,0.529974322444688,340,9,72
215,3.21582163411114,0.515351083764987,110,0,0
216,3.08174962473994,0.546829529133819,194,8,64
217,3.0735144324307,0.517506087359959,196,0,0
218,1.79713658891065,1.08065470536749,255,2,16
219,1.54661742099832,1.05340930277414,262,0,0
220,2.03711163209053,0.368964768136872,248,1,8
221,2.03711163209053,0.368964768136872,248,0,0
222,1.52676060215918,1.05086947710852,82,3,24
223,1.55870083401284,1.05494859105619,82,0,0
224,1.44410082141023,1.0712650468463,286,23,184
225,1.46249531638137,1.05895074058939,161,0,0
226,0.996475788974602,1.10612992643596,95,15,120
227,1.0247986933653,1.10374402959871,271,0,0
228,2.51783136259139,0.17563015990447,111,6,48
229,2.60210739603657,0.173013369824939,33,0,0
230,2.44279105883886,0.196410551712898,227,2,16
231,2.44748588809928,0.200797523316754,47,0,0
232,2.28647633379126,0.303391087319129,122,2,16
233,2.30902690712408,0.288767848639428,122,0,0
234,0.984546304788309,0.979369536404877,152,12,96
235,0.979774511113771,0.987296871057928,329,0,0
236,3.21559074086883,0.0629542576546183,349,3,24
237,3.21282002196103,0.0775774963348663,349,0,0
238,0.784361863700752,0.84560538468986,238,7,56
239,0.767506657011723,0.846605922073435,124,0,0
240,3.09868179584308,0.367194586612548,266,14,112
241,3.09945143998414,0.367271551026458,86,0,0
242,0.836697665292265,0.849376640981335,298,2,16
243,0.826538362630399,0.854995043211045,298,0,0
244,0.89957759161619,0.813665152836468,301,1,8
245,0.89957759161619,0.813665152836468,301,0,0
246,0.711168705886763,0.787959038525168,261,1,8
247,0.711168705886763,0.787959038525168,261,0,0
248,0.704934588344228,0.745474681939194,268,8,64
249,0.744417332780194,0.746629148150591,88,0,0
250,0.68292276591015,0.823054811357107,267,5,40
251,0.489511193263872,0.792499938957392,181,0,0
252,0.703010477991603,0.631490384649577,274,4,32
253,0.630048213419894,0.627719128358101,225,0,0
254,0.635820544477802,0.572381714616751,350,4,32
255,0.616348547709173,0.613249818506769,287,0,0
256,2.33673409620195,0.270758175738353,122,1,8
257,2.33673409620195,0.270758175738353,122,0,0
258,2.51236688918994,0.194178583704015,64,12,96
259,2.47296110916809,0.280840513986376,264,0,0
260,2.40607903331069,0.424840932777239,282,3,24
261,2.36967486543895,0.432845231844201,282,0,0
262,0.612500327003924,0.614481249132077,287,9,72
263,0.509368012103011,0.609940348699852,219,0,0
264,2.49797454375225,0.405522864836945,102,10,80
265,2.59402613255552,0.384973366270797,102,0,0
266,0.0256466694520422,0.341719365543527,61,1,8
267,0.0256466694520422,0.341719365543527,61,0,0
268,0.502364250419453,0.469557257372096,259,4,32
269,0.43986914616604,0.476484054641572,302,0,0
270,2.46056983849714,0.211033790393146,123,3,24
271,2.48450577128384,0.194948227844764,123,0,0
272,2.31495316701018,0.284919627934042,302,3,24
273,2.28947794594137,0.301390012552525,302,0,0
274,0.740030361176201,0.494493727542101,276,1,8
275,0.740030361176201,0.494493727542101,276,0,0
276,0.832233729274191,0.394978740104363,201,4,32
277,0.824152465793147,0.381971754120617,37,0,0
278,2.94536868294559,0.452317228612864,332,5,40
279,2.91904685332161,0.481717634800635,307,0,0
280,0.928208353663315,0.388975515804004,188,3,24
281,0.926822994209433,0.379585857283366,8,0,0
282,3.00732503630023,0.318476112483936,88,19,152
283,3.12146326241822,0.322478262017144,86,0,0
284,1.23937547989051,0.42822736699752,344,1,8
285,1.23937547989051,0.42822736699752,344,0,0
286,1.23822101367891,0.408524476986578,262,6,48
287,1.17341697700236,0.399673569364955,262,0,0
288,1.11299991192981,0.391746234711904,265,7,56
289,1.03634335548108,0.391361412641256,272,0,0
290,0.809452262699057,0.48825961000001,95,6,48
291,0.858863416554575,0.483949602810065,95,0,0
292,3.35412668625811,0.317090753029713,263,2,16
293,3.35381882860168,0.317090753029713,263,0,0
294,0.627123565683899,0.608324096003897,130,3,24
295,0.634589113852118,0.579847262784697,170,0,0
296,2.83200010096866,0.163315853647563,307,1,8
297,2.83200010096866,0.163315853647563,307,0,0
298,0.638129476900938,0.55252489577744,174,1,8
299,0.638129476900938,0.55252489577744,174,0,0
300,0.638437334557367,0.549215425971071,354,3,24
301,0.636821081861172,0.565762775003465,354,0,0
302,0.532226443092227,0.505037852274683,355,9,72
303,0.542539674582326,0.566917241215409,315,0,0
304,0.533534838132027,0.501805346882225,337,1,8
305,0.533534838132027,0.501805346882225,337,0,0
306,3.21151162692123,0.0845042936043423,169,2,16
307,3.21312787961746,0.0761151724667321,169,0,0
308,0.483661897791882,0.577692259189724,218,10,80
309,0.423783583618068,0.501112667155386,218,0,0
310,0.438098964641613,0.477638520853516,122,6,48
311,0.52491482375224,0.47379030014813,79,0,0
312,0.552698977244226,0.456627235802809,339,1,8
313,0.552698977244226,0.456627235802809,339,0,0
314,0.580944917220805,0.423840395393664,89,4,32
315,0.619350159859284,0.42437914629268,269,0,0
316,0.554238265526305,0.452471157440686,159,2,16
317,0.554238265526305,0.452471157440686,159,0,0
318,0.54577217997475,0.472943691592924,155,1,8
319,0.54577217997475,0.472943691592924,155,0,0
320,0.573633297880818,0.466555645221917,83,14,112
321,0.575634372647558,0.466786538464197,263,0,0
322,0.618965337788773,0.524817706699536,257,7,56
323,0.553699514627596,0.509963574777556,257,0,0
324,0.537460023251392,0.492492652775497,157,1,8
325,0.537460023251392,0.492492652775497,157,0,0
326,0.564782390258717,0.512503400443176,77,5,40
327,0.625969099472331,0.526433959396039,77,0,0
328,0.690927064977078,0.508116428838773,293,5,40
329,0.656447007457964,0.523124489589669,293,0,0
330,0.725945873394935,0.496186944652514,96,6,48
331,0.795752596988336,0.489491040625318,94,0,0
332,0.691850637946367,0.507731606768672,113,1,8
333,0.691850637946367,0.507731606768672,113,0,0
334,0.849935544518358,0.576076006493768,244,20,160
335,0.838006060332065,0.568456529497454,64,0,0
336,0.6715320326226,0.568225636255175,88,11,88
337,0.666067559221121,0.568071707426806,268,0,0
338,0.635512686821372,0.632336993204783,68,10,80
339,0.72202068827557,0.629951096367532,94,0,0
340,0.735951247228604,0.628950558983956,94,2,16
341,0.742801080083964,0.628411808085487,94,0,0
342,3.29617248243692,0.303006265248481,341,8,64
343,3.28370424735189,0.335870070071537,335,0,0
344,0.767891479082269,0.65103934583215,16,6,48
345,0.763812365134672,0.636877893637008,196,0,0
346,0.851090010729926,0.623255192340335,38,20,160
347,0.848550185064477,0.620099651361787,218,0,0
348,1.08306075484292,0.741626461233808,81,8,64
349,1.08783254851742,0.742319140961193,261,0,0
350,3.31702983865943,0.0942018097811713,344,1,8
351,3.31702983865943,0.0942018097811713,344,0,0
352,3.4566432858462,0.0311679546290487,75,2,16
353,3.45849043178471,0.0316297411136075,75,0,0
354,1.07036162651557,0.78672760789986,89,5,40
355,1.08506182960966,0.782802422780016,174,0,0
356,0.909429036621661,0.80766192853611,121,1,8
357,0.909429036621661,0.80766192853611,121,0,0
358,0.882260598442534,0.823978384326772,299,1,8
359,0.882260598442534,0.823978384326772,299,0,0
360,1.25869354783091,1.00184314532372,277,8,64
361,1.1172329547056,0.994839383639785,76,0,0
362,0.956685186882241,1.01608156193277,131,1,8
363,0.956685186882241,1.01608156193277,131,0,0
364,0.968768599896732,1.00376725567641,318,4,32
365,0.951913393207703,1.02031460470881,311,0,0
366,1.45156636957845,1.04140285417342,83,1,8
367,1.45156636957845,1.04140285417342,83,0,0
368,1.35674621140089,1.05033072621005,53,6,48
369,1.35674621140089,1.04263428479928,160,0,0
370,2.23167767094838,0.365732262744413,237,8,64
371,2.21397585570421,0.354649387113361,57,0,0
372,3.31756858955818,0.585696558256686,10,7,56
373,3.32472628006993,0.624409658551732,10,0,0
374,3.18195729190486,0.348184376328444,261,2,16
375,3.1810337189356,0.348030447500075,261,0,0
376,3.12546541195166,0.618175541009094,28,42,336
377,3.13123774300957,0.629027523398414,208,0,0
378,3.14740026997166,0.322247368774864,279,1,8
379,3.14740026997166,0.322247368774864,279,0,0
380,3.06666459957533,0.45362562365263,266,11,88
381,2.96106942342305,0.44223489036484,257,0,0
382,1.59187249649216,0.673205097094255,354,13,104
383,1.59202642532035,0.67112705791374,174,0,0
384,3.08975392380686,0.713534450085803,79,12,96
385,3.146938483487,0.743627536000959,109,0,0
386,3.05827547843786,0.725233041029783,356,11,88
387,3.05835244285198,0.724540361302398,176,0,0
388,2.92797472535782,0.820899807762135,160,17,136
389,2.92989883571045,0.815666227603072,340,0,0
390,2.84808566351667,0.753786838662347,257,40,320
391,2.8608617562581,0.756634521984704,77,0,0
392,0.813685305474817,0.862075769308343,118,7,56
393,0.850012508932474,0.8419880572273,118,0,0
394,2.86401729723641,0.785496177274005,153,3,24
395,2.87463838638294,0.762791675112884,153,0,0
396,1.29817629226684,1.04325000011221,265,8,64
397,1.31880275524704,1.03855517085161,156,0,0
398,2.50597884281921,1.00245886063665,75,9,72
399,2.50189972887161,1.00138135883916,255,0,0
400,2.90042146510818,0.739548422053294,86,5,40
401,2.90988808804311,0.737239489629953,120,0,0
402,0.979851475527887,0.815204441118513,15,19,152
403,0.978235222831658,0.809509074474892,195,0,0
404,2.88387411607555,0.748091472018725,326,1,8
405,2.88387411607555,0.748091472018725,326,0,0
406,0.782514717762243,1.02654872225144,197,2,16
407,0.779897927682678,1.00784636962353,179,0,0
408,2.40961939635954,0.241280805136124,108,6,48
409,2.44602356423128,0.220654342156065,123,0,0
410,2.91858506683698,0.70853176316902,314,5,40
411,2.89241716604122,0.735238414863349,323,0,0
412,2.45618286689315,0.831828754565365,106,1,8
413,2.45618286689315,0.831828754565365,106,0,0
414,2.69423379972044,0.553063646676457,86,14,112
415,2.83423206897772,0.561914554298626,86,0,0
416,3.05057903702733,0.578615832159389,259,3,24
417,3.04126634292064,0.576845650635064,259,0,0
418,1.25392175415637,0.802890134861606,89,10,80
419,1.26900677932098,0.803044063689975,269,0,0
420,2.74818585400815,0.638725039575243,147,12,96
421,2.7471083522107,0.640341292271746,327,0,0
422,3.3943790748351,0.527819318849715,12,1,8
423,3.3943790748351,0.527819318849715,12,0,0
424,2.92812865418602,0.362730650594234,2,3,24
425,2.92882133391296,0.375583707749611,2,0,0
426,2.42208763144458,0.945043407713687,280,3,24
427,2.42593585214983,0.944427692401306,97,0,0
428,2.47288414475398,0.76687078906055,76,6,48
429,2.48473666452619,0.769641507968449,256,0,0
430,1.58586927219197,0.660659897595615,273,6,48
431,1.53499579446845,0.663892402987527,273,0,0
432,1.58617712984836,0.560221337188212,257,4,32
433,1.55839297635641,0.554295077301765,257,0,0
434,2.83300063835203,0.856149509422442,155,4,32
435,2.8473929837897,0.823670526670034,157,0,0
436,0.95168249996539,0.796117266420499,268,1,8
437,0.95168249996539,0.796117266420499,268,0,0
438,2.4479476745839,0.768410077342595,321,6,48
439,2.43401711563087,0.820822843348224,41,0,0
440,1.53507275888253,0.663892402987527,93,3,24
441,1.56054797995135,0.662276150291571,93,0,0
442,2.7949802177841,0.946813589238558,70,27,216
443,2.80560130693059,0.950507881115576,257,0,0
444,2.34381482229962,0.242666164590347,224,3,24
445,2.34689339886381,0.245821705568348,44,0,0
446,2.48281255417353,0.99637867192183,255,5,40
447,2.42324209765615,0.973905063003535,222,0,0
448,2.90619379616606,0.566378490316392,86,6,48
449,3.00332288676678,0.57292046551522,86,0,0
450,0.958147510750239,0.485873713162758,276,4,32
451,0.908505463652407,0.491415150978011,276,0,0
452,0.910506538419113,0.577384401533534,195,7,56
453,0.893420438487771,0.514735368452059,195,0,0
454,3.1900385553859,0.223809883134612,91,13,104
455,3.30971821931945,0.25936744245111,341,0,0
456,2.67129840431711,0.923339442936141,85,11,88
457,2.68184252904948,0.924186051491348,265,0,0
458,3.37344475419851,0.301082154895788,346,2,16
459,3.37205939474463,0.306546628297677,346,0,0
460,1.30587273367738,1.02254657271769,83,1,8
461,1.30587273367738,1.02254657271769,83,0,0
462,0.475195812240326,0.414758594529215,84,7,56
463,0.545002535833693,0.421608427384781,84,0,0
464,2.46765056459481,0.88832063451866,318,5,40
465,2.44109784172854,0.931035884346913,358,0,0
466,2.88433590256018,0.878161331856725,77,18,144
467,2.86901998415326,0.874851862049809,257,0,0
468,2.76704213546392,0.947429304550939,126,1,8
469,2.76704213546392,0.947429304550939,126,0,0
470,2.51159724504889,0.58154047989511,356,5,40
471,2.50613277164741,0.626718590975073,349,0,0
472,3.33981130523457,0.701604965899544,189,7,56
473,3.33550129804466,0.676591531315082,189,0,0
474,2.34550803940993,0.978061141365111,310,5,40
475,2.36351771231053,0.964361475654528,118,0,0
476,0.870946829569066,1.06264503246641,103,2,16
477,0.895960264153255,1.05648787933823,103,0,0
478,3.18719087206402,0.157851380246221,332,2,16
479,3.18465104639854,0.162854067163004,332,0,0
480,2.53522532017916,0.956665034243756,78,7,56
481,2.59217898661698,0.956818963072124,107,0,0
482,0.753345204816376,0.931651599659841,206,9,72
483,0.753422169230492,0.931728564073751,26,0,0
484,2.80560130693059,0.376122458648628,136,15,120
485,2.80660184431396,0.375044956851141,316,0,0
486,0.459341142934668,0.384357650957869,158,16,128
487,0.459341142934668,0.384280686543958,338,0,0
488,2.55946911062229,0.906099414176909,134,3,24
489,2.58125003981405,0.884703307055553,131,0,0
490,2.79205557004811,0.924263015905806,316,2,16
491,2.79097806825062,0.925494446531114,316,0,0
492,2.62650511530789,0.92965052489269,299,9,72
493,2.63666441796976,0.926187126257952,108,0,0
494,3.4312450291915,0.0315527766996967,359,7,56
495,3.43409271251338,0.0925085926713046,9,0,0
496,2.42431959945363,0.975059529214932,42,5,40
497,2.46995949701798,0.99306920211546,75,0,0
498,0.77543399166457,0.968902376086752,26,2,16
499,0.777973817330019,0.984757045392308,5,0,0
500,0.969230386381359,0.519507162126563,193,3,24
501,0.965536094504308,0.503960350477197,193,0,0
502,2.48004183526577,1.01685120607407,328,8,64
503,2.48250469651713,1.01284905654086,148,0,0
504,2.7071638212901,0.348261340742355,293,4,32
505,2.6578296318487,0.367194586612548,290,0,0
506,0.793905451049793,1.0471751852315,30,1,8
507,0.793905451049793,1.0471751852315,30,0,0
508,2.60218436045065,0.639802541372729,97,3,24
509,2.65005622602405,0.640187363443377,90,0,0
510,2.57109073715215,0.660890790837894,353,7,56
511,2.57201431012144,0.654425780052977,173,0,0
512,2.6160379549896,0.885780808853039,63,3,24
513,2.64105138957375,0.899249581321344,52,0,0
514,2.50651759371792,0.719460709971704,288,7,56
515,2.45348911239946,0.761483280073119,321,0,0
516,2.35081858398318,0.530590037757615,86,2,16
517,2.37113718930695,0.53182146838347,86,0,0
518,1.72871522477113,0.346645088046399,193,15,120
519,1.71216787573853,0.368656910480135,311,0,0
520,3.36236187856735,0.339718290776923,340,1,8
521,3.36236187856735,0.339718290776923,340,0,0
522,2.32634390029773,0.550215963354646,359,3,24
523,2.32642086471185,0.538363443582298,179,0,0
524,1.41577791701953,0.709224442895858,322,23,184
525,1.4778881992024,0.708300869926194,72,0,0
526,2.85024066711161,0.574228860555533,356,14,112
527,2.85039459593981,0.572227785788382,176,0,0
528,2.36882825688381,0.253287253736841,105,1,8
529,2.36882825688381,0.253287253736841,105,0,0
530,1.18434592380532,0.840679662187534,261,26,208
531,1.20312524084697,0.843450381094887,81,0,0
532,2.92859044067065,0.37881621314207,165,1,8
533,2.92859044067065,0.37881621314207,165,0,0
534,2.87771696294713,0.564608308792068,266,1,8
535,2.87771696294713,0.564608308792068,266,0,0
536,1.29740664812579,0.868309886850981,169,2,16
537,1.29809932785273,0.864461666145595,169,0,0
538,1.24337762942396,0.788497789424185,143,11,88
539,1.23606601008397,0.798887985328399,327,0,0
540,3.03595579834735,0.183403565729153,90,2,16
541,3.04688474515031,0.183788387799801,90,0,0
542,1.79020979164117,0.489491040625318,82,14,112
543,1.9188173276109,0.501805346882225,85,0,0
544,1.74372328552165,0.424533075120502,323,8,64
545,1.71740145589769,0.461475993891223,332,0,0
546,1.69885303209832,0.484180496052344,80,1,8
547,1.69885303209832,0.484180496052344,80,0,0
548,2.92397257582434,0.834753402301087,344,4,32
549,2.92558882852057,0.828673213586818,164,0,0
550,0.989010240806383,1.0040751133326,75,19,152
551,0.992550603855237,1.00499868630172,270,0,0
552,3.00440038856423,0.697833709608069,275,1,8
553,3.00440038856423,0.697833709608069,275,0,0
554,1.31988025704449,1.02400889658582,263,1,8
555,1.31988025704449,1.02400889658582,263,0,0
556,2.95244940904327,0.702836396524852,91,2,16
557,2.96868890041944,0.705068364534282,91,0,0
558,1.87209992824906,0.337178465111303,138,11,88
559,1.86294116297053,0.347414732187148,318,0,0
560,1.7507270472052,0.495417300511765,330,33,264
561,1.7475715062269,0.501112667155386,150,0,0
562,1.37983553563242,0.967670945460897,111,35,280
563,1.36882962441538,0.971827023822473,284,0,0
564,2.00186193043036,0.522816631932932,353,2,16
565,1.99709013675585,0.565916703831834,173,0,0
566,1.72040306804777,0.380201572596293,71,1,8
567,1.72040306804777,0.380201572596293,71,0,0
568,1.28247555178938,0.958512180182538,170,21,168
569,1.28070537026499,0.968671482844473,350,0,0
570,1.29348146300642,0.889705993972336,351,3,24
571,1.28955627788706,0.91487335738462,171,0,0
572,2.37991113251493,0.956588069829845,109,1,8
573,2.37991113251493,0.956588069829845,109,0,0
574,1.36251854245877,1.02993515647172,260,1,8
575,1.36251854245877,1.02993515647172,260,0,0
576,1.37175427215138,0.457935630842574,334,11,88
577,1.3748328487156,0.451624548885479,154,0,0
578,1.309259167898,0.887166168306716,88,18,144
579,1.31441578364305,0.887320097135085,268,0,0
